Name,Latitude,Longitude
PL0212A,51.8,16.317
PL0046A,54.368,18.701
PL0128A,52.286,20.455
RS0042A,44.06,22.101
PL0242A,50.316,18.772
SK0214A,48.735,19.155
ES1821A,36.74,-5.744
ES1971A,38.138,-4.904
PL0245A,52.42,16.877
PL0031A,52.226,18.269
PL0094A,52.143,19.233
PL0211A,52.172,15.207
PL0691A,50.552,22.983
PL0187A,50.733,16.648
PL0150A,53.216,23.642
PL0677A,50.299,21.441
PL0563A,50.823,20.534
PL0575A,52.438,15.122
PL0273A,49.971,19.83
PL0671A,49.484,20.029
ES1648A,36.234,-5.664
PL0014A,51.835,20.792
PL0686A,50.342,16.89
PL0622A,49.511,21.499
ES1989A,43.041,-5.09
ES1897A,36.728,-4.561
RO0127A,45.299,21.872
PL0241A,50.008,18.456
PL0321A,50.592,16.82
PL0054A,50.972,14.941
PL0317A,50.942,17.291
RO0169A,46.478,24.101
RO0173A,46.899,26.034
RO0178A,44.85,26.024
ES1773A,41.202,1.672
PT03082,38.739,-9.208
PL0568A,49.72,18.827
RO0183A,47.69,22.459
RO0217A,43.651,25.364
PL0649A,52.943,21.288
PL0673A,52.081,21.111
PL0526A,50.818,19.117
ES1982A,42.051,0.73
PL0121A,49.634,21.117
PL0468A,53.154,16.76
PL0544A,51.067,19.449
ES1995A,39.546,2.7
RO0076A,46.782,23.631
PL0222A,50.424,18.121
PL0443A,50.862,21.053
RO0129A,44.723,21.633
RO0138A,45.875,25.804
PL0698A,50.81,20.266
PL0580A,53.494,18.762
PL0064A,53.134,17.996
PL0684A,50.029,18.69
PL0682A,53.695,19.969
RO0168A,46.534,24.534
PL0236A,49.738,18.639
PL0184A,50.836,19.13
PL0681A,53.828,22.348
PL0234A,49.813,19.027
RO0095A,46.181,21.335
PL0573A,52.277,17.074
SK0407A,48.437,17.02
PL0581A,52.793,18.241
PT01048,41.371,-7.791
RO0078A,44.319,23.806
PL0049A,54.328,18.558
PL0047A,54.401,18.657
PL0209A,52.738,15.229
PT05008,37.092,-8.25
RO0080A,44.327,23.779
RO0206A,45.697,27.212
PL0072A,53.018,18.613
PL0582A,53.012,18.606
PL0529A,50.286,19.184
ES0094A,43.406,-7.989
ES0343A,43.684,-7.432
ES1967A,40.956,-4.111
PL0240A,50.1,18.99
ES2014A,42.062,-7.409
PL0104A,51.668,19.369
ES1778A,41.779,2.358
PT03094,38.524,-8.894
PT03101,38.896,-9.04
PT03063,38.619,-9.081
RO0101A,44.98,24.762
RO0093A,45.966,23.56
ES1441A,40.637,-0.091
PT07001,38.605,-28.631
RO0144A,45.412,28.006
PL0688A,53.042,18.595
RO0137A,44.247,28.266
ES1689A,40.054,-0.468
PT04002,38.077,-8.799
RO0165A,47.704,23.628
RO0177A,44.984,26.017
PL0205A,52.658,19.059
PT04004,38.02,-8.698
ES0624A,36.848,-2.038
RO0199A,45.694,21.893
RO0162A,47.652,23.57
RO0068A,44.39,26.137
RO0077A,47.149,23.877
PT03095,38.659,-9.067
ES1307A,43.175,-8.19
RO0098A,44.87,24.855
RO0153A,46.327,25.811
PT04003,37.871,-8.724
RO0094A,46.109,23.226
RO0215A,43.746,24.87
RO0200A,45.18,28.787
RS0033A,43.323,21.919
RO0150A,45.051,23.275
RO0096A,46.191,21.302
RO0161A,47.652,23.555
RS0044A,43.902,22.273
ES2067A,37.005,-1.934
ES1598A,43.213,-3.134
RO0073A,46.778,23.616
RO0190A,47.953,26.068
RO0204A,45.039,24.299
RO0191A,43.98,25.312
RO0092A,46.064,23.563
RO0071A,44.349,26.033
ES1781A,36.689,-6.117
RO0114A,45.263,27.97
RO0213A,44.197,27.391
RO0170A,46.334,24.308
SK0007R,47.96,17.861
RO0110A,47.044,22.332
RO0082A,44.342,23.72
RO0175A,44.94,25.997
RO0069A,44.416,26.043
RO0085A,47.158,27.613
RO0187A,46.159,24.338
RO0209A,43.875,25.932
ES0901A,43.245,-8.319
ES1035A,43.186,-8.47
RO0115A,45.271,27.889
RO0130A,45.363,22.243
RO0155A,45.896,22.899
RO0164A,47.671,23.614
RO0166A,44.627,22.678
ES1860A,37.555,-6.036
RO0179A,44.923,26.036
RO0182A,47.799,22.877
RO0188A,47.649,26.249
RO0193A,45.728,21.205
RO0100A,44.84,25.007
RO0106A,46.257,26.793
RO0111A,47.127,24.496
RO0205A,46.632,27.731
RO0097A,46.167,20.737
RO0117A,45.168,27.923
ES1892A,41.444,2.238
SI0003A,46.065,14.513
ES2005A,42.954,-9.186
RO0139A,44.916,25.472
RO0181A,47.195,23.047
RO0198A,45.258,21.267
RO0157A,45.735,22.992
RO0158A,45.373,23.278
RO0172A,46.949,26.918
RO0125A,44.205,27.315
RO0087A,47.136,27.693
RO0192A,43.758,24.902
RO0112A,47.74,26.659
ES1712A,43.299,-2.987
ES1160A,42.351,-3.676
RO0201A,45.176,28.775
RO0203A,45.083,24.37
RO0174A,44.429,24.351
RO0141A,45.42,28.018
ES1651A,43.256,-5.776
RO0113A,45.284,27.971
RO0171A,46.932,26.39
ES1269A,43.367,-5.833
ES1922A,42.019,-4.538
RO0197A,45.778,21.22
ES1451A,28.032,-15.409
SK0269A,48.309,18.077
RO0207A,43.912,25.972
ES1560A,37.196,-3.613
ES0005R,42.721,-8.924
RO0107A,47.069,21.927
RS0035A,44.863,20.644
RS0036A,44.803,20.4
ES1425A,37.375,-6.006
RS0038A,44.718,21.173
ES0822A,37.28,-6.938
SK0013A,48.667,18.531
RS0031A,45.239,19.836
RS0037A,44.797,20.475
SK0021A,48.681,17.363
SK0031A,48.886,21.688
ES0633A,36.175,-5.433
ES1990A,40.57,-6.224
ES0694A,41.392,2.01
SK0001A,48.125,17.126
SK0050A,48.783,18.628
ES1258A,37.282,-6.834
ES1370A,36.743,-3.517
ES1339A,41.219,1.721
SI0036A,46.131,14.996
ES1816A,41.547,2.443
SI0037A,46.144,15.083
ES2040A,37.139,-1.842
ES1643A,41.767,-2.467
ES1618A,40.979,-5.665
ES1549A,36.77,-2.811
ES1620A,36.661,-6.114
ES1445A,39.982,0.011
ES1124A,41.16,1.24
ES0629A,36.186,-5.489
ES1074A,36.204,-5.384
ES1161A,42.604,-5.587
ES0316A,40.947,-0.291
ES1094A,39.875,4.259
ES1851A,42.098,1.848
ES0017R,37.052,-6.555
ES0824A,43.307,-5.706
ES1829A,39.633,2.63
ES1131A,28.462,-16.262
ES0712A,36.175,-5.481
ES0115A,40.424,-3.712
ES1428A,39.959,-0.036
ES0557A,36.186,-5.381
ES1637A,36.162,-5.443
ES0894A,36.204,-5.405
ES1837A,41.648,-0.884
ES1785A,36.923,-2.463
ES0777A,43.094,-8.495
ES0961A,42.432,-8.675
ES0556A,36.179,-5.377
ES0634A,36.212,-5.43
ES1925A,36.18,-5.382
ES1072A,36.159,-5.348
ES1256A,37.26,-6.925
ES1546A,37.252,-1.771
CH0013A,47.387,8.54
ES0893A,36.182,-5.411
ES2084A,42.656,-8.107
ES1793A,37.104,-6.734
ES1421A,40.336,-1.107
ES1664A,36.136,-5.453
ES2021A,28.463,-16.265
ES1627A,37.976,-1.231
ES1579A,43.264,-4.063
ES1591A,42.559,-6.726
ES1790A,42.543,-6.585
ES1996A,37.193,-1.985
TR020141,37.761,38.278
TR070141,36.888,30.703
TR080141,41.175,41.818
TR250311,39.868,41.275
TR340241,41.02,28.67
ES1658A,37.272,-6.925
ES2041A,41.916,0.191
ES1979A,28.668,-17.776
ES2066A,36.958,-2.159
ES1175A,42.715,-7.449
ES1557A,43.26,-8.555
ES1279A,38.682,-4.089
TR200241,37.782,29.087
TR341641,41.054,29.01
TR410221,40.789,29.537
ES1973A,37.136,-3.619
ES1883A,42.458,0.182
ES1353A,43.294,-5.68
ES2048A,43.377,-8.437
ES1806A,40.287,-3.221
TR360141,40.605,43.104
TR380131,38.724,35.47
TR420141,37.86,32.475
TR470141,37.321,40.724
TR500141,38.616,34.702
TR530213,41.127,41.048
ES2075A,43.346,-5.97
ES1137A,42.219,-8.742
ES0785A,37.267,-6.919
ES1832A,41.933,-4.47
ES1855A,41.01,0.913
ES1246A,38.914,1.414
ES1518A,39.84,3.027
TR540141,40.767,30.394
TR680141,38.368,34.013
ES1047A,41.651,-0.916
ES1122A,41.194,1.237
ES2011A,41.401,2.0
ES1759A,28.451,-16.278
ES1530A,43.012,-4.136
ES1162A,41.316,-4.909
GB0037R,53.403,-1.752
ES2074A,28.475,-16.259
SE0053A,56.047,12.691
TR040141,39.721,43.04
TR240141,39.743,39.495
TR250241,39.918,41.27
ES1563A,40.479,-3.378
ES1039A,43.356,-4.064
ES1577A,43.421,-3.841
ES1397A,42.003,2.287
ES1812A,41.278,1.18
ES1817A,41.527,2.184
TR342341,40.89,29.208
TR342541,41.014,29.162
TR350341,38.432,27.144
ES1531A,43.153,-4.253
GB0841A,53.586,-0.637
ES1910A,41.303,1.992
ES1287A,42.795,-4.841
TR420441,37.916,32.5
TR550341,41.562,35.907
ES1858A,40.062,-2.13
ES1963A,40.119,-3.833
GB1055R,51.15,-1.438
ES1578A,43.382,-3.221
ES1437A,40.692,0.085
TR590341,41.318,27.98
ES1986A,41.666,-3.689
ES1987A,42.952,-3.475
ES2029A,40.665,-4.701
ES1120A,41.116,1.192
ES1824A,37.784,-3.81
ES1117A,41.112,1.152
ES1602A,42.464,-2.428
ES1123A,41.155,1.218
ES1624A,38.242,-0.683
ES1867A,43.481,-8.243
ES2012A,41.415,1.991
ES1185A,39.667,-0.235
TR010441,36.999,35.312
TR100141,39.634,27.896
TR100411,39.6,27.004
ES1366A,42.405,-8.67
ES1278A,38.689,-4.112
ES1948A,40.94,0.831
ES1096A,42.352,-7.877
ES1536A,40.571,-3.265
ES1387A,39.963,-0.233
TR600241,40.672,36.562
TR770141,40.653,29.26
ES1275A,41.689,2.496
ES1018A,41.556,2.007
ES1572A,43.373,-5.873
ES1912A,39.458,-0.343
ES1688A,39.892,-0.065
SE20484,55.868,12.828
ES1625A,39.509,-0.418
CH0002R,46.813,6.944
TR160341,40.081,29.5
ES1713A,43.255,-2.902
TR250413,40.034,41.572
TR350641,38.498,27.068
TR410741,40.726,29.795
TR411122,40.704,29.884
TR430341,39.428,29.97
TR520141,40.983,37.878
TR690141,40.26,40.227
TR760213,39.787,44.621
ES1271A,43.539,-5.699
TR110241,39.904,30.053
TR200141,37.766,29.097
TR210141,37.915,40.225
TR230141,38.675,39.212
TR240231,39.746,39.497
TR280241,40.914,38.399
TR342041,40.992,29.034
TR342141,41.088,28.983
TR350741,38.396,27.083
ES2061A,42.523,-8.644
ES1439A,42.203,-8.747
ES1970A,39.45,-0.396
ES2050A,43.148,-8.545
ES0880A,43.551,-5.919
R0602041,39.999,32.856
TR270141,37.059,37.351
ES1225A,41.616,0.616
TR341841,41.038,28.888
TR350213,38.203,26.833
TR350541,38.469,27.221
TR540422,40.755,30.65
TR750141,41.111,42.701
ES1268A,43.358,-5.866
ES1529A,43.468,-3.79
TR010113,37.186,35.262
TR310222,36.714,36.224
TR340341,41.092,28.975
ES1819A,38.908,-6.338
TR342741,40.999,28.827
TR350441,38.462,27.167
TR390213,41.563,27.778
TR410141,40.766,29.951
ES0339A,43.687,-7.507
TR520341,40.974,37.908
TR580141,39.749,37.026
TR580341,39.744,37.002
TR600441,40.386,36.083
TR610241,41.005,39.732
TR800141,37.073,36.241
ES1617A,39.15,-0.458
ES0805A,43.241,-2.884
ES1961A,43.669,-7.379
ES0879A,43.55,-5.899
ES1423A,37.694,-1.065
ES1234A,43.335,-8.472
ES1359A,43.313,-7.693
ES1958A,43.445,-7.918
ES2068A,43.082,-1.913
ES1349A,43.144,-2.963
ES1497A,43.268,-1.978
ES1358A,43.538,-5.646
ES1857A,38.994,-3.938
ES1684A,41.492,2.042
ES1992A,41.388,2.115
ES1244A,43.268,-2.927
ES1537A,40.63,-3.172
ES1889A,40.961,-5.64
ES1634A,36.173,-5.342
ES1901A,42.888,-8.531
ES1905A,42.998,-7.55
ES1125A,41.73,1.825
ES1836A,41.642,-0.862
ES1750A,36.72,-4.448
ES1623A,38.706,-0.467
CH0008A,47.541,7.583
TR050241,40.874,35.457
ES2007A,37.574,-0.927
ES1749A,42.898,-2.173
TR170313,40.403,26.771
TR220213,41.659,26.537
TR340141,41.096,28.79
TR350941,38.382,27.148
TR550441,41.263,36.352
TR550521,41.224,36.455
TR570141,42.03,35.155
ES1138A,43.368,-8.419
TR050141,40.668,35.836
ES0584A,41.482,2.188
TR160512,40.196,29.046
ES1983A,41.322,2.082
TR490141,38.749,41.509
TR100313,40.49,27.979
TR220141,41.659,26.585
TR760141,39.926,44.054
TR340741,40.984,29.269
TR350141,38.314,27.137
ES1960A,43.492,-8.252
TR370141,41.367,33.765
TR400141,39.148,34.159
TR510141,37.967,34.683
TR620141,39.101,39.547
ES0201A,43.451,-7.847
ES1174A,42.726,-7.452
ES1826A,39.551,-0.461
ES1820A,38.429,-6.395
ES0651A,37.603,-0.913
ES1662A,42.308,-1.808
ES0588A,43.321,-3.074
ES1661A,42.075,-1.627
ES1959A,43.471,-7.84
ES2015A,42.181,-8.524
ES2085A,42.061,-7.73
ES1635A,38.359,-0.472
ES1285A,43.535,-7.739
TR160613,40.223,28.872
ES1424A,43.559,-5.927
ES0587A,43.321,-3.113
ES2006A,43.009,-9.119
ES2049A,43.116,-8.351
TR340411,41.075,29.059
ES1656A,37.783,-3.782
ES1929A,41.322,2.098
TR530141,41.022,40.533
TR540331,40.791,30.397
ES1834A,39.989,-0.026
TR560141,37.932,41.935
TR610613,40.617,40.298
TR770212,40.701,29.508
ES1849A,38.259,-0.718
ES1479A,36.506,-6.269
ES1393A,36.841,-2.447
ES1601A,38.888,-7.011
ES1799A,37.893,-4.762
ES2047A,37.893,-4.78
ES1182A,38.967,-0.19
ES2030A,36.511,-4.863
ES1270A,43.535,-5.658
ES1921A,37.603,-0.975
ES0890A,37.394,-6.003
ES1426A,40.408,-3.645
ES1919A,28.004,-15.412
ES1568A,40.324,-3.877
ES1653A,37.284,-5.914
ES1422A,40.419,-3.703
ES1610A,39.57,2.656
ES1740A,42.812,-1.64
ES1999A,41.976,2.817
ES1638A,37.347,-5.98
ES1644A,37.388,-5.991
ES1859A,39.959,-4.846
ES2063A,42.222,-8.711
SE155531,55.373,13.157
ES1593A,36.461,-6.203
ES1580A,43.461,-3.809
ES2064A,41.659,-0.907
ES1927A,41.51,-5.746
ES1696A,43.303,-1.984
ES1666A,41.117,1.242
CH0005R,47.067,8.463
TR100241,40.348,27.975
CH0041A,46.976,7.479
TR330141,36.806,34.635
ES1903A,41.314,2.014
R4101241,40.811,29.437
R4101322,40.846,29.425
TR480141,37.216,28.357
TR570241,41.461,34.777
TR590522,41.181,27.815
TR110141,40.141,29.978
TR340841,41.102,28.872
SE0054A,55.701,13.201
TR341431,41.015,28.955
TR380321,38.74,35.375
TR410641,40.771,30.008
TR420241,37.945,32.508
TR060641,39.925,32.927
TR090141,37.854,27.818
TR180141,40.6,33.617
TR010341,37.004,35.344
TR160141,40.234,29.038
TR170141,40.137,26.406
TR610341,41.014,39.592
TR341031,41.002,28.839
TR341541,41.058,28.946
TR120141,38.884,40.504
TR320141,37.777,30.547
TR790141,36.715,37.127
TR350841,38.454,27.11
TR390141,41.724,27.214
TR450141,38.615,27.405
CH0033A,46.16,8.934
TR390441,41.398,27.346
TR410521,40.788,29.525
TR411021,40.746,29.789
TR610541,40.999,39.693
TR650141,38.507,43.371
TR550241,41.325,36.297
TR600141,40.326,36.555
TR030141,38.752,30.543
TR040341,39.237,42.853
TR150141,37.723,30.294
TR160231,40.186,29.08
TR770313,40.529,28.785
TR190141,40.554,34.963
TR250141,39.898,41.273
TR280141,40.907,38.362
TR310141,36.208,36.152
GB0043R,51.782,-4.691
TR341131,41.024,29.1
GB0038R,50.794,0.181
TR380241,38.725,35.516
TR590441,41.156,27.811
R0601941,39.871,32.858
TR190321,40.531,34.944
GB0045R,52.298,0.291
TR440141,38.35,38.342
GB1060A,55.003,-7.331
TR720141,37.901,41.129
GB0681A,53.563,-1.51
GB0645A,51.477,0.318
MK0043A,41.999,21.441
TR420341,37.868,32.516
TR810141,40.846,31.148
TR060831,39.927,32.859
TR190231,40.547,34.967
MK0048A,42.006,21.387
TR050431,40.657,35.838
TR600331,40.319,36.552
TR341931,40.994,29.069
TR410831,40.768,29.938
TR580231,39.747,37.013
RS0041A,44.273,19.899
TR610141,41.006,39.712
TR060741,39.967,32.863
TR060441,39.968,32.796
BA0002A,44.202,17.9
TR060941,39.972,32.585
TR540231,40.769,30.41
TR060231,39.937,32.878
TR060541,39.896,32.841
TR550631,41.287,36.329
TR160421,40.195,29.205
TR410913,41.131,30.007
TR520441,41.121,37.28
TR430141,39.419,29.986
TR060141,39.918,32.823
BG0060A,43.41,23.224
TR550141,41.278,36.338
IT0872A,41.57,13.337
BG0034A,42.023,24.84
BG0061A,41.93,25.553
TR740141,41.631,32.335
RS0030A,43.317,21.914
IT1862A,45.49,12.218
PL0057A,51.502,16.075
IT1200A,41.62,13.331
BG0068A,43.998,22.875
PL0066A,52.888,18.781
IT0846A,45.505,10.313
IT1869A,45.164,10.782
HR0002A,45.479,16.781
IT2070A,45.378,11.94
IT2079A,45.304,8.846
IT0643A,44.907,8.612
PL0101A,51.706,19.435
TR780141,41.197,32.623
BG0077A,41.577,24.714
PL0125A,50.035,20.213
IT0705A,45.463,9.196
TR520241,41.027,37.5
IT1034A,45.661,9.157
RS0043A,44.012,20.925
IT1104A,45.186,9.147
IT2063A,45.148,9.94
TR290141,40.461,39.481
TR340531,41.066,28.994
ME0002A,42.441,19.267
IT2071A,45.6,11.902
PL0137A,51.406,21.167
IT1340A,45.4,11.286
PL0169A,54.601,18.239
ES1320A,43.579,-5.927
IT1010A,45.468,8.892
TR010213,36.855,35.349
PL0179A,51.638,17.823
PL0181A,52.459,16.906
IT1214A,45.04,11.791
IT1533A,45.328,8.415
IT1535A,45.184,11.311
BG0047A,42.191,24.337
IT2156A,44.7,10.623
CZ0THAR,49.791,18.407
IT0721A,44.636,10.905
IT1923A,45.049,9.693
HR0006A,45.458,16.388
IT1964A,45.235,9.667
IT2098A,45.602,9.276
PL0191A,50.58,16.514
IT1646A,45.082,9.714
RO0120A,45.659,25.616
HR0009A,45.765,16.006
PL0196A,51.078,17.043
IT1392A,45.051,11.204
IT1582A,45.136,8.445
IT1870A,45.29,11.643
IT0524A,45.542,9.516
PL0201A,53.138,17.605
SI0067A,46.238,15.278
TR342641,41.015,29.025
ES2002A,28.527,-14.004
PL0214A,52.229,20.918
CZ0ZVMZ,49.472,17.967
CZ0TFMI,49.672,18.351
CZ0TTRK,49.672,18.643
IT0187A,44.842,11.613
IT1105A,44.788,10.337
IT1910A,44.926,10.371
IT2243A,45.433,11.03
SE0117A,57.637,18.303
IT0742A,45.639,10.386
CZ0ZUHR,49.068,17.467
IT1463A,45.621,9.612
IT1920A,44.541,10.819
PL0251A,53.471,14.556
IT1294A,45.526,8.737
BG0024A,42.727,23.556
TR480241,37.343,28.147
IT1873A,45.617,8.75
IT1917A,44.738,11.3
IT0740A,45.655,10.201
PL0270A,51.78,22.626
IT1648A,45.727,9.126
IT2018A,40.528,17.588
PL0290A,50.658,18.696
PL0293A,50.48,19.433
IT2200A,45.951,12.502
SK0018A,48.592,21.175
TR341231,41.027,29.025
IT1735A,45.0,9.009
IT2115A,45.857,12.926
IT1152A,44.799,10.884
PL0306A,50.278,19.57
PL0308A,52.285,20.933
TR640141,38.664,29.404
PL0310A,54.525,18.536
SI0033A,46.651,16.192
CZ0TVRZ,49.622,17.861
PL0353A,50.928,22.228
PL0366A,51.798,19.756
IT1044A,44.052,12.576
IT1524A,44.704,8.033
TR340611,41.073,28.256
IS0008A,65.689,-18.101
PL0476A,51.217,17.39
PL0477A,51.124,15.92
PL0478A,49.659,21.163
PL0481A,49.894,21.051
PL0482A,50.854,20.603
RO0070A,44.429,26.121
FR40008,4.938,-52.321
PL0483A,50.233,18.656
PL0484A,50.58,19.327
CZ0MDST,49.932,16.961
IT1523A,44.909,8.205
IT2128A,46.128,8.292
CZ0MPST,49.468,17.115
IT2220A,41.169,14.151
CZ0AVRS,50.066,14.446
IT2222A,41.185,14.092
SK0020A,49.212,18.771
RO0067A,44.441,26.151
PL0516A,53.112,20.372
BG0066A,43.137,24.716
IT0895A,44.429,12.187
IT1246A,45.569,8.188
PL0522A,54.38,18.62
CZ0AVYN,50.111,14.503
CZ0TPIS,49.574,18.785
FR37007,16.251,-61.528
PL0528A,49.972,18.947
IT0889A,41.725,13.009
IT1121A,45.176,7.56
PL0532A,52.467,16.646
IT1734A,45.841,9.349
PL0533A,52.816,17.208
SE156417,59.857,17.646
ME0008A,42.1,19.103
FR39011,14.614,-61.053
AT60171,47.059,15.467
IT1962A,41.479,14.033
IT2102A,45.899,8.416
PL0537A,51.663,19.355
SI0062A,46.061,14.512
CZ0TOVK,49.945,17.91
PL0541A,50.804,16.254
CZ0APRU,50.062,14.538
PT03075,38.72,-9.146
CZ0UDCM,50.774,14.219
CZ0CTAB,49.411,14.676
IT1163A,44.472,11.416
CZ0AKAL,50.094,14.442
CZ0BBDN,49.203,16.616
CZ0UULD,50.683,13.998
FR39014,14.469,-60.927
FR04123,48.902,2.391
PL0545A,51.761,20.251
CZ0HTRT,50.566,15.904
IT1112A,45.958,12.619
PL0547A,51.526,20.017
IT2075A,44.5,11.286
PL0548A,51.601,18.94
SI0061A,45.802,15.177
ES1633A,37.994,-1.145
PL0553A,50.877,18.417
PL0554A,50.012,22.675
LV0018A,56.959,24.126
BA0040A,44.343,17.268
PL0555A,49.572,22.196
PL0557A,54.508,18.54
CZ0AREP,50.088,14.429
PL0559A,54.031,19.033
FR39008,14.616,-61.101
PL0560A,54.546,17.746
AT60172,47.069,15.432
PL0561A,54.104,18.183
IT0991A,41.73,13.338
IT1208A,42.452,14.198
ES1966A,41.054,-0.139
CZ0EMTP,49.759,16.667
PL0562A,53.722,18.937
TR670141,41.451,31.784
PL0564A,50.887,21.661
BG0063A,42.51,27.469
IT1001A,43.844,10.512
TR140141,40.733,31.602
FR15039,45.158,5.704
CZ0ZVSH,49.344,17.996
FR04031,48.869,2.312
SK0045A,48.371,17.585
SE09569,62.386,17.303
DEBW142,48.903,9.081
FR16040,48.576,7.727
CZ0SBRL,50.19,14.66
IT0755A,44.215,12.056
IT2234A,45.731,7.33
IT2242A,43.623,11.467
SI0060A,46.248,14.364
PL0569A,52.54,17.612
PL0570A,51.84,16.605
ES1891A,41.599,2.287
FR40007,4.848,-52.324
PL0571A,52.317,16.142
PL0572A,52.393,16.928
DENW208,51.528,7.085
PL0574A,53.699,16.705
FR04012,48.828,2.328
FR39016,14.678,-60.939
SE0072A,59.198,17.621
TR710141,39.843,33.518
IT1834A,41.91,12.549
IT2240A,43.833,10.5
FR39009,14.611,-61.003
SK0262A,48.558,19.157
FR33114,45.252,6.397
IT1566A,37.079,15.282
PL0586A,50.871,15.701
IT2146A,41.114,16.788
PL0589A,51.764,19.467
PL0590A,51.218,18.582
IT1029A,44.356,11.72
IT1519A,44.412,8.17
PL0592A,52.225,21.015
FR04131,48.873,2.33
IT0898A,40.854,14.251
PL0593A,50.459,17.332
BG0025A,42.708,24.177
CZ0UCHM,50.468,13.413
PL0595A,50.576,21.688
AT60139,47.069,15.404
CZ0HVEL,50.354,15.839
CZ0PSTA,49.553,13.067
IT0544A,44.824,9.83
IT0828A,41.883,12.509
IT1176A,41.886,12.542
IT1928A,44.284,12.332
PL0598A,53.588,19.565
TR340913,41.17,29.563
PL0603A,51.657,16.098
PT05011,37.138,-8.542
ES1567A,40.34,-3.745
DEBE064,52.482,13.434
PL0605A,52.673,19.079
DEBE063,52.468,13.442
PL0606A,53.249,19.415
PL0607A,52.234,19.368
ES1869A,40.43,-3.544
SE0081A,58.589,16.178
ES1516A,36.523,-6.225
CZ0BBNF,49.216,16.568
CZ0ESEZ,50.062,15.85
PT03103,38.65,-9.049
HU0044A,48.474,21.212
IT0871A,41.69,13.25
IT1078A,38.111,13.35
IT1670A,44.139,12.239
IT2209A,44.286,11.873
IT2239A,44.006,10.56
DENW133,51.363,7.464
SK0002A,48.158,17.129
CZ0BLOC,49.069,17.071
DENW131,51.506,6.747
ES1900A,41.387,2.187
ES1532A,40.388,-3.651
CZ0ASUC,50.127,14.385
FR25054,49.434,1.067
GB1033A,51.519,-0.266
DENW082,51.213,6.783
IT2140A,46.071,13.23
PL0609A,52.106,19.94
TR342441,41.129,29.05
CZ0HJIC,50.439,15.353
AT2M226,46.61,14.398
ES2023A,28.805,-17.783
DERP041,49.479,8.444
DENW188,51.475,6.864
PL0611A,51.954,20.149
DESN077,51.336,12.335
BETR803,51.229,4.428
TR260141,39.781,30.501
DEBY119,49.791,9.948
IT1837A,41.864,12.469
IT1841A,41.798,12.607
IT2245A,46.144,12.213
SI0034A,45.956,13.652
PT06004,32.649,-16.883
RO0131A,44.178,28.636
CZ0BBNV,49.198,16.594
FR33220,45.924,6.714
ES1340A,37.253,-6.935
PL0621A,50.055,21.416
FR31017,43.494,-1.528
FR04173,48.806,3.084
CZ0LCLM,50.698,14.537
IT1190A,46.132,9.566
DEBE069,52.438,13.388
